iter	RMSE
297	8.980728855
298	8.977945242
299	8.975031244
300	8.973373389
301	8.971115934
302	8.969157163
303	8.96623236
304	8.963439206
305	8.96118089
306	8.957964339
307	8.956226188
308	8.954341412
309	8.951864533
310	8.949309062
311	8.946516186
312	8.943508378
313	8.940842737
314	8.938154835
315	8.934483572
316	8.931886032
317	8.92897397
318	8.925716246
319	8.923309388
320	8.918919939
321	8.916439064
322	8.914056372
323	8.911662955
324	8.908477039
325	8.904971487
326	8.901990316
327	8.899386262
328	8.897301107
329	8.893258732
330	8.890202795
331	8.887328264
332	8.884813335
333	8.881207167
334	8.879109972
335	8.876984584
336	8.872646246
337	8.867530473
338	8.864212105
339	8.860642205
340	8.856975283
341	8.853612151
342	8.851035344
343	8.849500196
344	8.847474567
345	8.845065801
346	8.841848659
347	8.839514605
348	8.836754417
349	8.833461222
350	8.831508741
351	8.829603649
352	8.8269122
353	8.825342324
354	8.822954424
355	8.818821157
356	8.817368141
357	8.815500009
358	8.812921021
359	8.809270381
360	8.805865497
361	8.801949665
362	8.799888853
363	8.797970092
364	8.795255835
365	8.792100424
366	8.789464058
367	8.786737491
368	8.783566814
369	8.781760225
370	8.779508182
371	8.777364703
372	8.774545613
373	8.771270424
374	8.769651207
375	8.767146141
376	8.764231628
377	8.761259794
378	8.758381731
379	8.756545738
380	8.753192045
381	8.750332355
382	8.74772784
383	8.745055971
384	8.743549648
385	8.74177803
386	8.738863313
387	8.736635617
388	8.734630121
389	8.731252555
390	8.727892736
391	8.725550055
392	8.721649461
393	8.719887701
394	8.716186556
395	8.714093621
396	8.711793707
397	8.708903684
398	8.706387141
399	8.704201135
400	8.700821439
401	8.697949422
402	8.69575193
403	8.694308828
404	8.69216717
405	8.689887453
406	8.687980292
407	8.685541294
408	8.682371015
409	8.679937994
410	8.677841454
411	8.675795356
412	8.673660365
413	8.670582618
414	8.667875925
415	8.665066752
416	8.663462583
417	8.66059333
418	8.657528046
419	8.654477866
420	8.652126178
421	8.648228676
422	8.644847808
423	8.642407073
424	8.639879872
425	8.636885149
426	8.634061023
427	8.631312806
428	8.627658436
429	8.625899737
430	8.622485751
431	8.620194759
432	8.618014729
433	8.615692146
434	8.61377569
435	8.611427196
436	8.609060529
437	8.604953167
438	8.603738886
439	8.600622058
440	8.598458864
441	8.595818458
442	8.593978463
443	8.590709577
444	8.588647993
445	8.586677753
446	8.584726532
447	8.583150934
448	8.580542581
449	8.577291345
450	8.575663247
451	8.573801532
452	8.571107023
453	8.568086418
454	8.565515642
455	8.561304621
456	8.558354724
457	8.556361898
458	8.553808337
459	8.550252984
460	8.547857284
461	8.54623615
462	8.543860725
463	8.54130671
464	8.538781241
465	8.536379755
466	8.533626794
467	8.531154415
468	8.527571202
469	8.525185772
470	8.522610439
471	8.519205512
472	8.516475429
473	8.514706485
474	8.510316522
475	8.507875633
476	8.504371287
477	8.501886483
478	8.49996195
479	8.496898277
480	8.494625087
481	8.492334019
482	8.490467323
483	8.488562478
484	8.486770034
485	8.484963365
486	8.483240485
487	8.480971603
488	8.478410333
489	8.476338408
490	8.474038689
491	8.471431746
492	8.469873589
493	8.468679854
494	8.465773712
495	8.463886049
496	8.46178217
497	8.459943848
498	8.457370796
499	8.455364806
500	8.453401446
501	8.451391899
502	8.44794578
503	8.445653777
504	8.443451654
505	8.4416489
506	8.439239346
507	8.43760854
508	8.435562616
509	8.432940298
510	8.430637745
511	8.428147696
512	8.425775389
513	8.422746159
514	8.419920323
515	8.418055422
516	8.415226593
517	8.413758116
518	8.411557992
519	8.408319751
520	8.406730253
521	8.404845252
522	8.400684433
523	8.398776642
524	8.396331238
525	8.394719661
526	8.392602225
527	8.390751065
528	8.388915963
529	8.387016143
530	8.384274132
531	8.382125707
532	8.379829063
533	8.377530314
534	8.374946606
535	8.372483588
536	8.369577322
537	8.366780848
538	8.363998991
539	8.361354374
540	8.358919435
541	8.357023266
542	8.353799485
543	8.351482545
544	8.349339996
545	8.347023503
546	8.345303581
547	8.342838656
548	8.340764639
549	8.339229168
550	8.336387259
551	8.334152862
552	8.331616034
553	8.329431592
554	8.327507045
555	8.325458883
556	8.323209402
557	8.321588674
558	8.318417188
559	8.316243062
560	8.313764142
561	8.312129252
562	8.310718803
563	8.308905035
564	8.30674876
565	8.303995587
566	8.302373568
567	8.299336339
568	8.297148618
569	8.295773932
570	8.294456243
571	8.291445094
572	8.289131151
573	8.286562052
574	8.283570436
575	8.280976413
576	8.278221009
577	8.276771764
578	8.274749971
579	8.272940286
580	8.270197799
581	8.266847668
582	8.264519659
583	8.260902261
584	8.258801955
585	8.256554557
586	8.254196854
587	8.25200969
588	8.249545345
589	8.24787388
590	8.245597739
591	8.24318251
592	8.240518083
593	8.237933062
594	8.236528693
595	8.232812738
596	8.230737551
597	8.228403338
598	8.226675486
599	8.224663584
600	8.222665272
601	8.220916238
602	8.219899263
603	8.217836331
604	8.215641846
605	8.214614832
606	8.212957556
607	8.209861543
608	8.207567391
609	8.205846918
610	8.203336267
611	8.200514002
612	8.198282881
613	8.195865131
614	8.193972775
615	8.192365416
616	8.190263764
617	8.187606881
618	8.185795959
619	8.183643113
620	8.182034883
621	8.179790523
622	8.177784928
623	8.176232491
624	8.173429877
625	8.171451343
626	8.167818084
627	8.16660421
628	8.163859963
629	8.162073964
630	8.160139377
631	8.157202052
632	8.155336455
633	8.153776438
634	8.150796234
635	8.148349224
636	8.146016009
637	8.144041882
638	8.141309263
639	8.140185232
640	8.138052233
641	8.135748354
642	8.132538716
643	8.130993067
644	8.128780949
645	8.127168554
646	8.125973677
647	8.124542335
648	8.122888275
649	8.120890357
650	8.119085192
651	8.11735485
652	8.116539857
653	8.114061751
654	8.111655613
655	8.109584599
656	8.108222057
657	8.105980294
658	8.103827457
659	8.10228325
660	8.099738808
661	8.097232359
662	8.095746694
663	8.093569279
664	8.091131547
665	8.089323584
666	8.086544207
667	8.084250995
668	8.081973252
669	8.080463994
670	8.076941158
671	8.073918187
672	8.071978678
673	8.069778355
674	8.066903919
675	8.065032998
676	8.062838051
677	8.060700803
678	8.058838669
679	8.05620598
680	8.053916393
681	8.052055665
682	8.050772887
683	8.049416306
684	8.047958876
685	8.04495533
686	8.043248913
687	8.041042882
688	8.039295957
689	8.037413317
690	8.035466096
691	8.033660654
692	8.031640975
693	8.029820768
694	8.02669395
695	8.02443448
696	8.022044676
697	8.019982681
698	8.017804339
699	8.015484731
700	8.013362383
701	8.011308171
702	8.009048759
703	8.007409346
704	8.005967496
705	8.003761235
706	8.0018016
707	7.99987073
708	7.997928078
709	7.996286621
710	7.994142991
711	7.992457344
712	7.98997762
713	7.987487856
714	7.986422323
715	7.983729318
716	7.982346248
717	7.979231773
718	7.977311923
719	7.974754159
720	7.973369199
721	7.971561992
722	7.969827667
723	7.966989502
724	7.965017128
725	7.963795198
726	7.962149312
727	7.960867457
728	7.958961766
729	7.957227198
730	7.955202628
731	7.95188586
732	7.950775446
733	7.948688327
734	7.946982732
735	7.945002898
736	7.942582913
737	7.940916232
738	7.939809052
739	7.938008381
740	7.935946556
741	7.933384874
742	7.931198843
743	7.929349939
744	7.927455507
745	7.925162009
746	7.923791003
747	7.920980675
748	7.918938246
749	7.917065191
750	7.914186506
751	7.912625107
752	7.910324439
753	7.908355037
754	7.906976708
755	7.90489669
756	7.903447453
757	7.901776512
758	7.900273382
759	7.899100326
760	7.897258652
761	7.895218177
762	7.892158727
763	7.890697372
764	7.888834943
765	7.887594629
766	7.885072486
767	7.883439617
768	7.881398728
769	7.879523079
770	7.877205842
771	7.875876405
772	7.873641898
773	7.871919916
774	7.86922888
775	7.866532721
776	7.863476165
777	7.861927278
778	7.860374012
779	7.858453727
780	7.857281656
781	7.854898748
782	7.85283448
783	7.851482451
784	7.850120215
785	7.848646414
786	7.846978223
787	7.844964301
788	7.842882189
789	7.841745742
790	7.840162771
791	7.83820509
792	7.836554623
793	7.834138019
794	7.832813118
795	7.831520847
796	7.829174868
797	7.827634233
798	7.825321227
799	7.823091313
800	7.821524035
801	7.81926279
802	7.817419519
803	7.815028811
804	7.812645621
805	7.810831232
806	7.809216589
807	7.806719916
808	7.80501599
809	7.802927218
810	7.800312038
811	7.798436027
812	7.796997769
813	7.795523542
814	7.794303671
815	7.792829329
816	7.791393697
817	7.789957579
818	7.786843742
819	7.785537012
820	7.78416547
821	7.781748156
822	7.77899687
823	7.776534111
824	7.775661
825	7.774293695
826	7.772529884
827	7.771073996
828	7.769113054
829	7.767598631
830	7.764810765
831	7.762759232
832	7.760937978
833	7.758933548
834	7.756637301
835	7.754652112
836	7.752986521
837	7.751917374
838	7.749687704
839	7.748346529
840	7.74638269
841	7.7441484
842	7.742259756
843	7.740872987
844	7.738099139
845	7.735609121
846	7.733265137
847	7.731105837
848	7.728776906
849	7.727167639
850	7.725112111
851	7.723340973
852	7.721846854
853	7.72089321
854	7.719093938
855	7.71699029
856	7.715522005
857	7.713850371
858	7.712728643
859	7.709118147
860	7.706597733
861	7.704436144
862	7.703405682
863	7.702189723
864	7.700907339
865	7.698874133
866	7.69643939
867	7.694963297
868	7.692872733
869	7.690841144
870	7.689552085
871	7.688549269
872	7.686289744
873	7.684988918
874	7.682761071
875	7.680934958
876	7.679176422
877	7.677429699
878	7.675460562
879	7.673852171
880	7.671273815
881	7.669709346
882	7.668639725
883	7.667438162
884	7.666074549
885	7.664578267
886	7.663184904
887	7.661895687
888	7.660255882
889	7.658733002
890	7.657146883
891	7.655471436
892	7.654102388
893	7.65252356
894	7.651028743
895	7.648715514
896	7.647477049
897	7.645160847
898	7.642838851
899	7.641049435
900	7.638627597
901	7.636111406
902	7.634384896
903	7.633401407
904	7.632175753
905	7.630752361
906	7.628500933
907	7.627453397
908	7.626040063
909	7.623651471
910	7.622426212
911	7.620180499
912	7.6181906
913	7.616247567
914	7.614044747
915	7.612053095
916	7.610379156
917	7.607572664
918	7.60552853
919	7.603342732
920	7.601650535
921	7.599577867
922	7.598271078
923	7.596745963
924	7.594928187
925	7.593242933
926	7.591633589
927	7.589468247
928	7.58703915
929	7.585511844
930	7.582828273
931	7.580881841
932	7.579341408
933	7.578266435
934	7.575990754
935	7.573422866
936	7.571787762
937	7.570678959
938	7.568939301
939	7.567089482
940	7.565131436
941	7.562358544
942	7.561014563
943	7.558651415
944	7.557111385
945	7.555621966
946	7.553439622
947	7.551099959
948	7.550258395
949	7.54919736
950	7.547221679
951	7.545162597
952	7.54428692
953	7.542925304
954	7.541178265
955	7.539730386
956	7.538550261
957	7.536204679
958	7.53413809
959	7.533075435
960	7.531443656
961	7.528984287
962	7.526886912
963	7.525098913
964	7.523376881
965	7.521570294
966	7.518740018
967	7.517655259
968	7.51646425
969	7.514255891
970	7.513305111
971	7.511346669
972	7.509987687
973	7.506860909
974	7.505098596
975	7.503187297
976	7.501101699
977	7.499240884
978	7.498208275
979	7.496396034
980	7.493918372
981	7.492699709
982	7.490885278
983	7.489209861
984	7.487333634
985	7.485862738
986	7.484593553
987	7.483523919
988	7.481416709
989	7.479908685
990	7.478333899
991	7.476845803
992	7.474608796
993	7.473995536
994	7.472531383
995	7.471337349
996	7.468805683
997	7.46676562
998	7.465370996
999	7.463774689
